site,street,suburb,state,date,arrival,departure,contact,lng,lat
The Food Forum,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-28,17:20:00,18:00:00,monitor,149.0644201,-35.23850720000001
Total Tools Fyshwick,103 Gladstone Street,Fyshwick,ACT,2021-09-28,14:30:00,15:10:00,monitor,149.1807051,-35.3221611
United Petroleum Amaroo,Corner Katherine Avenue and Horse Park Drive,Amaroo,ACT,2021-09-28,10:50:00,11:40:00,monitor,149.131181,-35.1644054
Woolworths Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-28,07:30:00,08:20:00,monitor,149.0652762,-35.2386596
Woolworths Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-28,16:55:00,17:50:00,monitor,149.0652762,-35.2386596
Woolworths Erindale,"Erindale Shopping Centre, 50-68 Comrie Street",Wanniassa,ACT,2021-09-28,16:30:00,17:15:00,casual,149.098702,-35.4035739
Woolworths Kippax,"Kippax Fair Shopping Centre, 26 Hardwick Crescent",Holt,ACT,2021-09-28,18:55:00,19:45:00,monitor,149.0201727,-35.2228703
Woolworths Kippax,"Kippax Fair Shopping Centre, 26 Hardwick Crescent",Holt,ACT,2021-09-28,20:30:00,21:15:00,monitor,149.0201727,-35.2228703
Woolworths Mawson,15 Mawson Place,Mawson,ACT,2021-09-28,15:40:00,16:30:00,casual,149.0946696,-35.3661449
Woolworths Metro Franklin,Corner Flemington Road and Nullarbor Avenue,Franklin,ACT,2021-09-28,14:15:00,14:50:00,casual,149.1488768,-35.2000983
Woolworths Metro Hawker,Springvale Drive,Hawker,ACT,2021-09-28,10:50:00,11:45:00,casual,149.0441492,-35.2433647
Woolworths Metro Hawker,Springvale Drive,Hawker,ACT,2021-09-28,13:50:00,14:45:00,casual,149.0441492,-35.2433647
A Bite to Eat Cafe,8 Chifley Place,Chifley,ACT,2021-09-29,08:55:00,09:40:00,monitor,149.0759101,-35.3525355
A Bite to Eat Cafe,8 Chifley Place,Chifley,ACT,2021-09-29,17:10:00,20:00:00,casual,149.0759101,-35.3525355
ALDI Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-09-29,15:00:00,16:00:00,casual,149.0525899,-35.3413679
Braddon Supermarket,94 Lowanna Street,Braddon,ACT,2021-09-29,09:45:00,10:25:00,monitor,149.1328,-35.26402
Bunnings Gungahlin,10 Gribble Street,Gungahlin,ACT,2021-09-29,18:00:00,23:30:00,casual,149.1303139,-35.1838713
Bus Route 51 Transport Canberra Code BUS379,Dickson Interchange to O'Connor Shops,Public Transport,ACT,2021-09-29,14:21:00,14:36:00,casual,149.133739,-35.250558
Bus Route 51 Transport Canberra Code BUS691,O'Connor Shops to Dickson Interchange,Public Transport,ACT,2021-09-29,15:11:00,15:28:00,casual,149.133739,-35.250558
Bus Route 9 Transport Canberra Code BUS592,Dickson Interchange to Watson,Public Transport,ACT,2021-09-29,15:28:00,15:38:00,casual,149.133739,-35.250558
Bus Route 9 Transport Canberra Code BUS695,Watson to Belconnen (Cohen Street),Public Transport,ACT,2021-09-29,09:50:00,10:20:00,casual,149.0649482,-35.2396469
Bus Route 9 Transport Canberra Code BUS713,Watson to Dickson Interchange,Public Transport,ACT,2021-09-29,13:51:00,14:00:00,casual,149.133739,-35.250558
Capital Chemist Charnwood,"Charnwood Shopping Centre, Lhotsky Street",Charnwood,ACT,2021-09-29,16:15:00,17:10:00,casual,149.033623,-35.2045044
Cellarbrations Erindale,1/50 Denigan Street,Wanniassa,ACT,2021-09-29,15:55:00,16:40:00,monitor,149.0964993,-35.4038487
Charcoal Rooster Braddon,94 Lowanna Street,Braddon,ACT,2021-09-29,09:30:00,10:15:00,monitor,149.1328287,-35.2641258
Coles Canberra Centre,"Canberra Centre, 148 Bunda Street",Canberra City,ACT,2021-09-29,20:45:00,21:25:00,monitor,149.1343475,-35.2784476
Coles Express Fyshwick Wiluna,12 Wiluna Street,Fyshwick,ACT,2021-09-29,14:30:00,15:15:00,monitor,149.1646996,-35.3292044
Coles Wanniassa,12 Sangster Place,Wanniassa,ACT,2021-09-29,17:50:00,19:00:00,casual,149.0854722,-35.3912889
Commonwealth Bank Canberra Centre,185 City Walk,Canberra City,ACT,2021-09-29,09:25:00,10:10:00,monitor,149.132079,-35.2791971
Florey School Holiday Program,57 Ratcliffe Crescent,Florey,ACT,2021-09-29,07:50:00,17:00:00,close,149.0527576,-35.2265176
Friendly Grocer Narrabundah,6 Iluka Street,Narrabundah,ACT,2021-09-29,16:15:00,17:00:00,monitor,149.1540029,-35.3326795
Guzman y Gomez Canberra Centre,"Canberra Centre, 148 Bunda Street",Canberra City,ACT,2021-09-29,11:30:00,13:00:00,monitor,149.1331753,-35.2786183
IGA Isabella Plains,6/131 Ellerston Avenue,Isabella Plains,ACT,2021-09-29,14:05:00,14:45:00,monitor,149.0915802,-35.4286142
IGA Lyneham,1 Wattle Place,Lyneham,ACT,2021-09-29,15:50:00,16:45:00,casual,149.1248594,-35.2520717
Ochre Medical Centre Kingston,6/62 Jardine Street,Kingston,ACT,2021-09-29,14:00:00,15:00:00,casual,149.1414428,-35.3158701
Sage Education and Childcare Belconnen,14 Wales Street,Belconnen,ACT,2021-09-29,08:25:00,16:30:00,close,149.0622268,-35.24006620000001
Scott's Crossing Construction Site,"Canberra Centre, 148 Bunda Street",Canberra City,ACT,2021-09-29,06:45:00,16:30:00,close,149.1332559,-35.2802271
SUPAEXPRESS Florey,1/26 Kesteven Street,Florey,ACT,2021-09-29,10:30:00,11:00:00,monitor,149.0544269,-35.2263914
Total Tools,103 Gladstone Street,Fyshwick,ACT,2021-09-29,10:15:00,11:00:00,monitor,149.1807051,-35.3221611
Vodafone Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-29,11:15:00,12:30:00,casual,149.0653892,-35.2382955
Woolworths Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-09-29,09:20:00,10:10:00,monitor,149.0652762,-35.2386596
Woolworths Gungahlin,"Marketplace Gungahlin, 30 and 33 Hibberson Street",Gungahlin,ACT,2021-09-29,19:50:00,20:50:00,monitor,149.1347762,-35.1846599
Woolworths Metro Franklin,Corner Flemington Road and Nullarbor Avenue,Franklin,ACT,2021-09-29,12:50:00,13:45:00,casual,149.1488768,-35.2000983
Woolworths Metro Hawker,Springvale Drive,Hawker,ACT,2021-09-29,15:05:00,16:00:00,casual,149.0441492,-35.2433647
ACT Law Courts - Magistrates Court 2 (Waiting Area only),"ACT Magistrates Court, 4-6 Knowles Place",Canberra City,ACT,2021-09-30,10:40:00,12:45:00,casual,149.1271663,-35.2803475
ALDI Amaroo,12 Pioneer Street,Amaroo,ACT,2021-09-30,14:50:00,15:50:00,monitor,149.1319772,-35.1653371
ALDI Chisholm,36 Benham Street,Chisholm,ACT,2021-09-30,19:30:00,20:30:00,casual,149.1293881,-35.414889
Australia Post Calwell,"Calwell Shopping Centre, 7 Webber Crescent",Calwell,ACT,2021-09-30,16:25:00,17:00:00,monitor,149.1144008,-35.4346546
Bunnings Gungahlin,10 Gribble Street,Gungahlin,ACT,2021-09-30,09:25:00,10:30:00,monitor,149.1303139,-35.1838713
Bunnings Tuggeranong,Anketell Street,Greenway,ACT,2021-09-30,08:40:00,09:20:00,monitor,149.0711101,-35.4218444
Bus Route 77 Transport Canberra Code BUS650,Tuggeranong Interchange to Woden Interchange,Public Transport,ACT,2021-09-30,15:51:00,16:36:00,casual,149.0872442,-35.3444429
Caltex (EG Fuel) Belconnen,4 Luxton Street,Belconnen,ACT,2021-09-30,11:40:00,12:15:00,monitor,149.0590045,-35.236451
Caltex (EG Fuel) Erindale,McBryde Crescent and Denigan Street,Wanniassa,ACT,2021-09-30,09:20:00,09:55:00,monitor,149.0966659,-35.4041845
Coles Express Belconnen,Lathlain Street and Wignall Place,Belconnen,ACT,2021-09-30,11:40:00,12:15:00,monitor,149.063986,-35.242649
Coles Express Gungahlin,1 Ginn Street,Gungahlin,ACT,2021-09-30,09:25:00,10:15:00,monitor,149.1267488,-35.1834139
Coles Manuka,"Manuka Terrace, Franklin Street and Flinders Way",Griffith,ACT,2021-09-30,17:15:00,18:00:00,monitor,149.1341667,-35.3208333
Downtown Duty Free,150 Carruthers Street,Curtin,ACT,2021-09-30,12:30:00,13:15:00,monitor,149.0824075,-35.3247791
E-mart,45 West Row,Canberra City,ACT,2021-09-30,15:35:00,16:20:00,monitor,149.1270662,-35.2786733
Florey School Holiday Program,57 Ratcliffe Crescent,Florey,ACT,2021-09-30,07:50:00,17:00:00,close,149.0527576,-35.2265176
Gang Gang Cafe,2 Frencham Place,Downer,ACT,2021-09-30,12:15:00,13:00:00,monitor,149.1444147,-35.2452262
IGA Drakeford,9 Jenke Circuit,Kambah,ACT,2021-09-30,08:40:00,09:20:00,monitor,149.0684925,-35.3930138
IGA Isabella Plains,6/131 Ellerston Avenue,Isabella Plains,ACT,2021-09-30,13:15:00,14:00:00,monitor,149.0915802,-35.4286142
IGA Isabella Plains,6/131 Ellerston Avenue,Isabella Plains,ACT,2021-09-30,20:15:00,21:00:00,monitor,149.0915802,-35.4286142
IGA Lyneham,1 Wattle Place,Lyneham,ACT,2021-09-30,14:50:00,15:15:00,monitor,149.1248594,-35.2520717
IGA Lyneham,1 Wattle Place,Lyneham,ACT,2021-09-30,15:15:00,16:00:00,casual,149.1248594,-35.2520717
Priceline Pharmacy Gungahlin Marketplace,30 Hibberson Street,Gungahlin,ACT,2021-09-30,15:00:00,15:55:00,casual,149.1342642,-35.1852332
RSEA Safety Mitchell,2/101 Flemington Road,Mitchell,ACT,2021-09-30,09:05:00,09:45:00,monitor,149.1442737,-35.2208598
Sage Education and Childcare Belconnen,14 Wales Street,Belconnen,ACT,2021-09-30,08:00:00,13:30:00,close,149.0622268,-35.24006620000001
TeamMoto Canberra & MCAS Superstore,30 Ipswich Street,Fyshwick,ACT,2021-09-30,14:00:00,15:00:00,casual,149.1679378,-35.3244265
Tuggeranong College Basketball Courts,101 Cowlishaw Street,Greenway,ACT,2021-09-30,20:00:00,22:30:00,casual,149.0674852,-35.4127805
Woolworths Calwell,"Calwell Shopping Centre, 7 Webber Crescent",Calwell,ACT,2021-09-30,16:30:00,17:15:00,monitor,149.114712,-35.4346893
Woolworths Charnwood,25-30 Charnwood Place,Charnwood,ACT,2021-09-30,14:45:00,15:50:00,casual,149.0328578,-35.2045295
Woolworths Kambah,"Kambah Village Shopping Centre, Primmer Court",Kambah,ACT,2021-09-30,14:10:00,15:00:00,casual,149.0572697,-35.3801801
Woolworths Metro Cameron Avenue,1/6 Grazier Lane,Belconnen,ACT,2021-09-30,15:40:00,16:20:00,monitor,149.0719813,-35.2401725
Woolworths Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-09-30,14:00:00,15:05:00,monitor,149.084734,-35.345964
7-Eleven Melba,2 Chinner Crescent,Melba,ACT,2021-10-01,09:55:00,10:35:00,monitor,149.0482575,-35.2080038
ACT Law Courts - Magistrates Court 1 (Waiting Area only),"ACT Magistrates Court, 4-6 Knowles Place",Canberra City,ACT,2021-10-01,09:45:00,11:55:00,casual,149.1271663,-35.2803475
Ainslie Cellars,7 Edgar Street,Ainslie,ACT,2021-10-01,16:10:00,16:45:00,monitor,149.1451538,-35.2622298
Ainslie Takeaway,1/5 Edgar Street,Ainslie,ACT,2021-10-01,11:00:00,20:00:00,casual,149.1451201,-35.262397
Akiba,40 Bunda Street,Canberra City,ACT,2021-10-01,16:00:00,19:00:00,casual,149.1313395,-35.2777742
Ali Baba Erindale,7 Gartside Street,Wanniassa,ACT,2021-10-01,18:25:00,19:20:00,casual,149.0995415,-35.4058014
Ampol Foodary Weston Creek,1 Kirkpatrick Street,Weston,ACT,2021-10-01,19:00:00,19:30:00,monitor,149.0568851,-35.3222216
Baby Bunting Fyshwick,30 Iron Knob Street,Fyshwick,ACT,2021-10-01,10:35:00,11:30:00,casual,149.181084,-35.338521
Bus Route 74 Transport Canberra Code BUS494,Chisholm Shops to Tuggeranong Interchange,Public Transport,ACT,2021-10-01,10:03:00,10:24:00,casual,149.1300092,-35.2809368
Bus Route 78 Transport Canberra Code BUS612,Tuggeranong Interchange to Chisholm Shops,Public Transport,ACT,2021-10-01,11:24:00,11:42:00,casual,149.1300092,-35.2809368
Bus Route 9 Transport Canberra Code BUS561,Watson to Dickson Interchange,Public Transport,ACT,2021-10-01,10:20:00,10:27:00,casual,149.133739,-35.250558
Bus Route 9 Transport Canberra Code BUS660,Dickson Shops to Watson,Public Transport,ACT,2021-10-01,11:04:00,11:13:00,casual,149.1300092,-35.2809368
Caltex (EG Fuel) Hume,94-96 Sheppard Street,Hume,ACT,2021-10-01,14:30:00,15:00:00,monitor,149.162475,-35.3924627
Cellarbrations Erindale,1/50 Denigan Street,Wanniassa,ACT,2021-10-01,12:30:00,13:30:00,monitor,149.0964993,-35.4038487
Charcoal Rooster Braddon,94 Lowanna Street,Braddon,ACT,2021-10-01,09:30:00,10:15:00,monitor,149.1328287,-35.2641258
Charnwood Newsagency,"Fadco Building, Charnwood Place",Charnwood,ACT,2021-10-01,14:45:00,15:25:00,monitor,149.0340727,-35.204584
Deli Planet,12 Dalby Street,Fyshwick,ACT,2021-10-01,09:40:00,10:20:00,monitor,149.1546295,-35.3239903
FishCo Fish Market,19 Dalby Street,Fyshwick,ACT,2021-10-01,10:30:00,11:15:00,casual,149.1537998,-35.3230161
Florey School Holiday Program,57 Ratcliffe Crescent,Florey,ACT,2021-10-01,07:50:00,17:00:00,close,149.0527576,-35.2265176
Grill'd Woden,"Westfield Woden, Bradley Street",Phillip,ACT,2021-10-01,14:10:00,14:45:00,monitor,149.0872429,-35.3473738
IGA Ainslie,9/11 Edgar Street,Ainslie,ACT,2021-10-01,16:25:00,17:10:00,monitor,149.144987,-35.261979
IGA Gordon,114 Lewis Luxton Avenue,Gordon,ACT,2021-10-01,13:50:00,14:30:00,monitor,149.0838826,-35.4503888
IGA Holt,Holt Place,Holt,ACT,2021-10-01,12:00:00,12:40:00,monitor,149.0116446,-35.224764
IGA Isabella Plains,6/131 Ellerston Avenue,Isabella Plains,ACT,2021-10-01,14:05:00,14:45:00,monitor,149.0915802,-35.4286142
Konnect Fastening Systems,5/19 Tennant Street,Fyshwick,ACT,2021-10-01,07:10:00,07:50:00,monitor,149.1831438,-35.331687
Lanyon Newsagency & Gift Shop,"Lanyon Marketplace, 4 Sidney Nolan Street",Conder,ACT,2021-10-01,17:30:00,18:10:00,monitor,149.0925166,-35.4576067
Lendlease Building 4 Construction Site,Gladstone Street,Fyshwick,ACT,2021-10-01,07:10:00,13:30:00,casual,149.1340342,-35.28081239999999
Panda Chinese Restaurant,2/27 Barraclough Crescent,Monash,ACT,2021-10-01,17:00:00,21:30:00,casual,149.09856,-35.4168997
Priceline Pharmacy Gungahlin Marketplace,30 Hibberson street,Gungahlin,ACT,2021-10-01,16:20:00,17:50:00,monitor,149.1342642,-35.1852332
Sydney Tools Fyshwick,163-165 Gladstone Street,Fyshwick,ACT,2021-10-01,07:00:00,07:35:00,monitor,149.1843872,-35.325756
Taubmans Fyshwick,289 Canberra Avenue,Fyshwick,ACT,2021-10-01,12:00:00,13:30:00,monitor,149.1704296,-35.3343698
Woolworths Conder,"Lanyon Marketplace, 4 Sidney Nolan Street",Conder,ACT,2021-10-01,17:35:00,18:20:00,monitor,149.092436,-35.457644
Woolworths Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-10-01,10:25:00,11:10:00,monitor,149.052681,-35.340765
Woolworths Dickson,1 Dickson Place,Dickson,ACT,2021-10-01,10:30:00,11:40:00,monitor,149.1386251,-35.249974
Woolworths Erindale,"Erindale Shopping Centre, 50-68 Comrie Street",Wanniassa,ACT,2021-10-01,13:20:00,14:50:00,casual,149.098702,-35.4035739
Woolworths Gungahlin,"Marketplace Gungahlin, 30 and 33 Hibberson Street",Gungahlin,ACT,2021-10-01,18:30:00,19:30:00,monitor,149.1347762,-35.1846599
Woolworths Mawson,15 Mawson Place,Mawson,ACT,2021-10-01,18:30:00,19:15:00,monitor,149.0946696,-35.3661449
Woolworths Metro Bonner,61 Mabo Boulevard,Bonner,ACT,2021-10-01,15:10:00,16:00:00,monitor,149.1388889,-35.1613889
Woolworths Metro Franklin,Corner Flemington Road and Nullarbor Avenue,Franklin,ACT,2021-10-01,10:10:00,10:50:00,casual,149.1488768,-35.2000983
Ainslie Takeaway,1/5 Edgar Street,Ainslie,ACT,2021-10-02,14:00:00,20:00:00,casual,149.1451201,-35.262397
Akiba,40 Bunda Street,Canberra City,ACT,2021-10-02,16:00:00,19:00:00,casual,149.1313395,-35.2777742
Al Manoosh,47 Mawson Place,Mawson,ACT,2021-10-02,12:55:00,13:45:00,casual,149.094998,-35.3654797
ALDI Chisholm,36 Benham Street,Chisholm,ACT,2021-10-02,10:50:00,12:20:00,casual,149.1293881,-35.414889
ALDI Gungahlin,Hibberson Street,Gungahlin,ACT,2021-10-02,16:30:00,18:00:00,monitor,149.1360072,-35.1854061
ALDI Majura Park,"Majura Park Shopping Centre, 18-26 Spitfire Avenue",Canberra Airport,ACT,2021-10-02,14:00:00,15:00:00,casual,149.1903758,-35.3001906
Anatolia Mediterranean Market,2/17 Iron Knob Street,Fyshwick,ACT,2021-10-02,11:35:00,12:20:00,monitor,149.1801385,-35.3360815
Bus Route 4 Transport Canberra Code BUS639,Cohen Street Interchange Belconnen to Woden Interchange,Public Transport,ACT,2021-10-02,08:07:00,08:41:00,casual,149.0872442,-35.3444429
Bus Route 5 Transport Canberra Code BUS618,Woden Interchange to Gowrie,Public Transport,ACT,2021-10-02,16:27:00,16:46:00,casual,149.0872442,-35.3444429
Caltex (EG Fuel) Conder,Tharwa Drive,Conder,ACT,2021-10-02,10:45:00,11:20:00,monitor,149.0917041,-35.4582538
Caltex (EG Fuel) Erindale,McBryde Crescent and Denigan Street,Wanniassa,ACT,2021-10-02,10:25:00,11:00:00,monitor,149.0966659,-35.4041845
Capital Region Farmers Market,"Exhibition Park in Canberra, Flemington Road",Mitchell,ACT,2021-10-02,07:00:00,07:30:00,monitor,149.1509233,-35.2275602
Cellarbrations Erindale,1/50 Denigan Street,Wanniassa,ACT,2021-10-02,10:30:00,11:10:00,monitor,149.0964993,-35.4038487
Coles Amaroo,Horse Park Drive,Amaroo,ACT,2021-10-02,11:50:00,13:00:00,monitor,149.1317816,-35.1646128
Coles Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-10-02,09:25:00,10:15:00,casual,149.064837,-35.237949
Coles Gungahlin,"Gungahlin Village, 46 Hibberson Street",Gungahlin,ACT,2021-10-02,16:30:00,17:30:00,monitor,149.136017,-35.1862806
Coles Gungahlin,"Gungahlin Village, 46 Hibberson Street",Gungahlin,ACT,2021-10-02,20:10:00,21:00:00,monitor,149.136017,-35.1862806
Coles Jamison,"Jamison Plaza, Bowman Street",Macquarie,ACT,2021-10-02,09:10:00,09:50:00,monitor,149.0713348,-35.2528076
Coles Manuka,"Manuka Terrace, Franklin Street and Flinders Way",Griffith,ACT,2021-10-02,14:30:00,15:15:00,monitor,149.1341667,-35.3208333
Costco Majura Park,39-41 Mustang Avenue,Canberra Airport,ACT,2021-10-02,11:05:00,12:50:00,casual,149.1905839,-35.2972375
Costco Majura Park,39-41 Mustang Avenue,Canberra Airport,ACT,2021-10-02,13:30:00,14:30:00,casual,149.1905839,-35.2972375
Dumpling Social,9 Bradley Street,Phillip,ACT,2021-10-02,16:00:00,16:50:00,monitor,149.0874845,-35.346657
IGA Banks,Pockett Avenue and Brockway Street,Banks,ACT,2021-10-02,17:40:00,18:25:00,monitor,149.0955556,-35.4725
Lanyon Newsagency & Gift Shop,"Lanyon Marketplace, 4 Sidney Nolan Street",Conder,ACT,2021-10-02,14:10:00,14:45:00,monitor,149.0925166,-35.4576067
Lazzari Bros' Espresso,3 Carleton Street,Kambah,ACT,2021-10-02,10:00:00,16:30:00,casual,149.050096,-35.383194
McDonald's Erindale,Corner Ricardo Street and McBryde Crescent,Wanniassa,ACT,2021-10-02,12:00:00,13:30:00,monitor,149.0979273,-35.4053191
Ten Tops,6/17 Iron Knob Street,Fyshwick,ACT,2021-10-02,11:45:00,12:40:00,casual,149.1807051,-35.3362487
The Butcher Shop Jamison,"Jamison Plaza, Bowman Street",Macquarie,ACT,2021-10-02,09:10:00,09:55:00,monitor,149.070729,-35.252898
TSG Chisholm,"Chisholm Village Shopping Centre, 42 Halley Street",Chisholm,ACT,2021-10-02,11:00:00,11:40:00,monitor,149.1291077,-35.4141488
Westfield Woden,Keltie Street,Phillip,ACT,2021-10-02,14:50:00,15:50:00,monitor,149.0860576,-35.3463199
Woolworths Calwell,"Calwell Shopping Centre, 7 Webber Crescent",Calwell,ACT,2021-10-02,15:10:00,15:45:00,monitor,149.114712,-35.4346893
Woolworths Charnwood,25-30 Charnwood Place,Charnwood,ACT,2021-10-02,13:40:00,14:20:00,monitor,149.0328578,-35.2045295
Woolworths Erindale,"Erindale Shopping Centre, 50-68 Comrie Street",Wanniassa,ACT,2021-10-02,13:00:00,14:10:00,casual,149.098702,-35.4035739
Woolworths Gungahlin,"Marketplace Gungahlin, 30 and 33 Hibberson Street",Gungahlin,ACT,2021-10-02,19:20:00,20:10:00,casual,149.1347762,-35.1846599
Woolworths Kippax,"Kippax Fair Shopping Centre, 26 Hardwick Crescent",Holt,ACT,2021-10-02,13:20:00,14:00:00,monitor,149.0201727,-35.2228703
Woolworths Kippax,"Kippax Fair Shopping Centre, 26 Hardwick Crescent",Holt,ACT,2021-10-02,18:15:00,19:00:00,monitor,149.0201727,-35.2228703
Woolworths Majura Park,"Majura Park Shopping Centre, 18/16 Spitfire Avenue",Canberra Airport,ACT,2021-10-02,12:15:00,13:20:00,casual,149.1903758,-35.3001906
Woolworths Mawson,15 Mawson Place,Mawson,ACT,2021-10-02,16:10:00,17:10:00,monitor,149.0946696,-35.3661449
Woolworths Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-10-02,14:55:00,15:55:00,monitor,149.084734,-35.345964
ALDI Chisholm,36 Benham Street,Chisholm,ACT,2021-10-03,11:40:00,12:20:00,monitor,149.1293881,-35.414889
ALDI Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-10-03,10:00:00,10:40:00,monitor,149.0525899,-35.3413679
ALDI Gungahlin,Hibberson Street,Gungahlin,ACT,2021-10-03,19:45:00,20:45:00,monitor,149.1360072,-35.1854061
BP Chisholm,3 Benham Street,Chisholm,ACT,2021-10-03,11:50:00,12:30:00,monitor,149.1282,-35.4131
Caltex (EG Fuel) Gungahlin,18 Gundaroo Drive,Gungahlin,ACT,2021-10-03,07:10:00,07:50:00,monitor,149.1259665,-35.1838353
Canberra International Golf Centre (Driving Range only),Corner Jerrabomberra Avenue and Hindmarsh Drive,Narrabundah,ACT,2021-10-03,13:25:00,14:30:00,casual,149.1560651,-35.3410295
Coles Chisholm,42 Halley Street,Chisholm,ACT,2021-10-03,15:25:00,16:10:00,monitor,149.1282419,-35.4141067
Coles Manuka,"Manuka Terrace, Franklin Street and Flinders Way",Griffith,ACT,2021-10-03,13:50:00,15:00:00,casual,149.1341667,-35.3208333
Cooleman Court Newsagency,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-10-03,09:55:00,10:40:00,monitor,149.0524278,-35.3413842
Friendly Grocer Gowrie,1 Jeffries Street,Gowrie,ACT,2021-10-03,12:30:00,13:15:00,monitor,149.1097153,-35.4135355
